Loading mpi version 2021.6.0
===================================================================================
SLURM Job ID:            7343279
Submit time:             Tue Apr 14 02:39:07 BST 2026 (Unix Epoch time: 1776130747)
Start time:              Tue Apr 14 02:39:08 BST 2026 (Unix Epoch time: 1776130748)
No. nodes:               1
No. tasks:               40
Job name:                Assignment4LatticeSweep
Account:                 teaching
QoS:                     teaching
Partition (queue):       teaching
Submit directory:        /users/gmb22123/PH510/Assignment4
Script name:             /users/gmb22123/PH510/Assignment4/jobscript.sh
Master node:             wee08
Nodes used:              wee08
Task distribution:       
===================================================================================

T=2.45, E=-1.12, M=0.06, E2=1.26, Cv=1.00
T=2.52, E=-1.07, M=0.07, E2=1.15, Cv=0.87
T=2.59, E=-1.03, M=0.07, E2=1.06, Cv=0.73
T=2.66, E=-0.98, M=0.06, E2=0.97, Cv=0.60
T=2.72, E=-0.94, M=0.07, E2=0.89, Cv=0.57
T=2.79, E=-0.91, M=0.05, E2=0.83, Cv=0.49
T=2.86, E=-0.88, M=0.05, E2=0.77, Cv=0.48
T=2.93, E=-0.85, M=0.05, E2=0.72, Cv=0.44
T=3.00, E=-0.82, M=0.04, E2=0.67, Cv=0.42
Ising Model - Lattice Size: 64, Number of processors: 40 ---------------------------------------
Ising Model - Lattice Size: 64, Timing: 39.85 seconds. -------------
T=1.00, E=-1.77, M=0.08, E2=3.13, Cv=36.25
T=1.07, E=-1.76, M=0.08, E2=3.10, Cv=29.61
T=1.14, E=-1.75, M=0.08, E2=3.08, Cv=27.07
T=1.21, E=-1.74, M=0.07, E2=3.04, Cv=27.20
T=1.28, E=-1.73, M=0.06, E2=3.00, Cv=21.94
T=1.34, E=-1.72, M=0.07, E2=2.95, Cv=22.33
T=1.41, E=-1.70, M=0.06, E2=2.89, Cv=18.88
T=1.48, E=-1.68, M=0.07, E2=2.84, Cv=18.98
T=1.55, E=-1.66, M=0.08, E2=2.77, Cv=17.80
T=1.62, E=-1.64, M=0.06, E2=2.70, Cv=16.57
T=1.69, E=-1.61, M=0.07, E2=2.60, Cv=15.96
T=1.76, E=-1.59, M=0.08, E2=2.52, Cv=15.35
T=1.83, E=-1.55, M=0.07, E2=2.41, Cv=13.52
T=1.90, E=-1.51, M=0.07, E2=2.29, Cv=13.07
T=1.97, E=-1.48, M=0.05, E2=2.19, Cv=11.17
T=2.03, E=-1.43, M=0.06, E2=2.05, Cv=8.99
T=2.10, E=-1.39, M=0.06, E2=1.93, Cv=7.97
